           1           1  -4.5886933105225833E-002
           1           2  -5.3861495801310583E-002
           1           3  -6.2130740853027888E-002
           1           4  -6.6832871925997100E-002
           1           5  -6.6832871925997128E-002
           1           6  -6.2130740853027909E-002
           1           7  -5.3861495801310583E-002
           1           8  -4.5886933105225833E-002
           2           1  -4.1330338541003958E-002
           2           2  -7.1224922903778951E-002
           2           3  -9.9894454393311571E-002
           2           4 -0.11513586470644038     
           2           5 -0.11513586470644041     
           2           6  -9.9894454393311627E-002
           2           7  -7.1224922903778964E-002
           2           8  -4.1330338541003979E-002
           3           1  -3.7476244096228226E-002
           3           2  -8.9813402879489648E-002
           3           3 -0.15108628910999922     
           3           4 -0.17868026780001242     
           3           5 -0.17868026780001245     
           3           6 -0.15108628910999922     
           3           7  -8.9813402879489634E-002
           3           8  -3.7476244096228219E-002
           4           1  -3.5128031977183942E-002
           4           2  -9.9466155407952214E-002
           4           3 -0.17345703136718307     
           4           4 -0.20731864958359775     
           4           5 -0.20731864958359777     
           4           6 -0.17345703136718310     
           4           7  -9.9466155407952200E-002
           4           8  -3.5128031977183935E-002
           5           1  -3.5128031977183942E-002
           5           2  -9.9466155407952214E-002
           5           3 -0.17345703136718307     
           5           4 -0.20731864958359780     
           5           5 -0.20731864958359780     
           5           6 -0.17345703136718310     
           5           7  -9.9466155407952173E-002
           5           8  -3.5128031977183928E-002
           6           1  -3.7476244096228226E-002
           6           2  -8.9813402879489648E-002
           6           3 -0.15108628910999916     
           6           4 -0.17868026780001245     
           6           5 -0.17868026780001253     
           6           6 -0.15108628910999924     
           6           7  -8.9813402879489634E-002
           6           8  -3.7476244096228212E-002
           7           1  -4.1330338541003986E-002
           7           2  -7.1224922903778992E-002
           7           3  -9.9894454393311627E-002
           7           4 -0.11513586470644044     
           7           5 -0.11513586470644044     
           7           6  -9.9894454393311627E-002
           7           7  -7.1224922903778978E-002
           7           8  -4.1330338541003986E-002
           8           1  -4.5886933105225854E-002
           8           2  -5.3861495801310610E-002
           8           3  -6.2130740853027916E-002
           8           4  -6.6832871925997156E-002
           8           5  -6.6832871925997170E-002
           8           6  -6.2130740853027958E-002
           8           7  -5.3861495801310624E-002
           8           8  -4.5886933105225874E-002
