           1           1  -3.3618683103077973E-002
           1           2  -1.1158180744743425E-002
           1           3   7.8321606990349943E-003
           1           4   1.8760105293972484E-002
           1           5   1.8760105293972467E-002
           1           6   7.8321606990350030E-003
           1           7  -1.1158180744743442E-002
           1           8  -3.3618683103078015E-002
           2           1  -1.1158180744743430E-002
           2           2   2.0817544512033079E-002
           2           3   5.1399036384225730E-002
           2           4   6.9008084062393421E-002
           2           5   6.9008084062393421E-002
           2           6   5.1399036384225730E-002
           2           7   2.0817544512033097E-002
           2           8  -1.1158180744743434E-002
           3           1   7.8321606990350082E-003
           3           2   5.1399036384225709E-002
           3           3  0.10287889340654205     
           3           4  0.12945871107883794     
           3           5  0.12945871107883791     
           3           6  0.10287889340654205     
           3           7   5.1399036384225737E-002
           3           8   7.8321606990349943E-003
           4           1   1.8760105293972488E-002
           4           2   6.9008084062393421E-002
           4           3  0.12945871107883791     
           4           4  0.16113063739553257     
           4           5  0.16113063739553257     
           4           6  0.12945871107883791     
           4           7   6.9008084062393407E-002
           4           8   1.8760105293972467E-002
           5           1   1.8760105293972481E-002
           5           2   6.9008084062393435E-002
           5           3  0.12945871107883791     
           5           4  0.16113063739553257     
           5           5  0.16113063739553257     
           5           6  0.12945871107883791     
           5           7   6.9008084062393407E-002
           5           8   1.8760105293972474E-002
           6           1   7.8321606990349943E-003
           6           2   5.1399036384225737E-002
           6           3  0.10287889340654208     
           6           4  0.12945871107883794     
           6           5  0.12945871107883794     
           6           6  0.10287889340654208     
           6           7   5.1399036384225709E-002
           6           8   7.8321606990350082E-003
           7           1  -1.1158180744743442E-002
           7           2   2.0817544512033059E-002
           7           3   5.1399036384225730E-002
           7           4   6.9008084062393407E-002
           7           5   6.9008084062393407E-002
           7           6   5.1399036384225730E-002
           7           7   2.0817544512033059E-002
           7           8  -1.1158180744743434E-002
           8           1  -3.3618683103078015E-002
           8           2  -1.1158180744743441E-002
           8           3   7.8321606990350359E-003
           8           4   1.8760105293972481E-002
           8           5   1.8760105293972477E-002
           8           6   7.8321606990350099E-003
           8           7  -1.1158180744743425E-002
           8           8  -3.3618683103077987E-002
